EmpID,PerfScoreID,Salary,PositionID,Sex,Absences
79171,2,62957,5,F,9
65637,3,61729,1,F,1
26430,3,74226,4,M ,4
56756,2,61962,20,F,1
46277,1,93093,28,M ,2
90654,2,64021,14,F,7
47297,2,61568,12,F,3
36147,3,60656,1,F,14
44817,1,61355,6,F,9
24251,1,70545,20,F,17
76305,2,63003,17,F,6
60089,4,59238,24,F,11
92770,3,73330,15,F,20
26804,4,55722,28,F,4
62051,1,55688,8,F,12
87215,1,64995,19,F,8
84149,4,55875,18,F,5
90020,2,65714,3,F,20
57588,4,74312,24,F,16
29483,2,65707,14,M ,15
87785,2,99020,1,F,4
23841,3,61962,11,F,6
96721,2,51777,28,M ,19
58264,4,56147,25,F,6
74418,3,52624,11,M ,14
13951,3,63478,10,F,11
37187,4,55425,12,F,5
39754,4,70131,4,F,11
78878,2,63000,5,M ,9
46906,1,95660,9,M ,14
55681,2,46998,17,M ,7
67595,2,68407,26,F,13
57088,2,62065,10,F,14
36365,1,53018,13,M ,10
96977,4,83552,6,F,11
93614,3,57859,17,M ,2
86899,1,53492,6,F,1
84231,3,60270,12,M ,17
93689,1,46335,3,M ,19
16771,1,103613,4,M ,18
55480,3,52249,11,M ,15
10435,2,65707,3,F,11
37287,1,53564,22,M ,2
14322,1,66825,20,F,7
35023,3,83082,11,F,20
30113,4,50373,12,M ,9
24960,2,54005,25,F,10
13670,2,62162,13,F,18
13068,3,65729,19,M ,9
36084,3,52057,18,M ,10
69551,1,62910,14,F,4
48410,1,60070,24,M ,16
48803,3,93046,4,M ,13
27112,4,51044,5,F,4
52295,2,58370,15,F,3
33199,1,47001,8,F,3
44275,2,62065,22,M ,11
71650,3,92328,21,F,6
64268,1,89292,23,F,6
33890,2,50373,23,F,17
89273,4,220450,15,F,8
54451,3,140920,12,M ,8
61696,3,46799,20,M ,15
26489,4,74417,3,F,3
50399,1,51908,4,F,18
79816,4,63515,14,F,19
69438,4,45046,4,M ,12
98923,3,64786,6,M ,3
25372,3,58062,23,F,2
28022,2,83082,5,M ,4
98849,4,66593,10,M ,1
91665,4,46664,21,M ,5
23124,1,72992,1,F,16
32788,1,61555,25,M ,7
48004,3,64724,19,F,19
70930,4,63878,16,F,15
58035,1,53180,2,M ,7
13865,2,66808,10,F,17
75707,4,49256,18,F,14
55411,1,59238,2,F,14
44493,1,63381,25,M ,1
88895,2,72992,13,F,1
43388,3,178000,26,M ,1
35904,3,63025,23,F,11
90720,1,101199,5,M ,1
83616,4,68407,7,F,20
77289,2,55965,1,M ,17
41039,4,46120,24,F,6
83862,3,92989,18,F,16
47664,4,63973,3,M ,19
33494,3,61422,7,M ,7
47919,2,71776,2,F,13
67368,2,47750,10,M ,6
84099,1,74417,18,F,15
40773,4,62385,23,M ,6
87312,4,50482,16,M ,6
91860,2,65893,26,M ,18
33818,1,58370,28,F,3
47202,3,50428,26,F,15
65111,2,75281,28,F,15
48104,4,60380,4,F,8
70512,4,74312,21,F,14
49103,4,63450,1,M ,17
45722,1,70507,18,F,9
42293,4,61349,7,F,8
48628,2,55875,8,M ,8
72693,2,89883,29,F,5
69485,1,57575,18,M ,12
92838,1,64246,8,F,14
65187,4,46998,6,F,18
40937,4,56339,7,F,17
92985,1,74669,7,F,5
93075,2,62506,7,F,8
21859,3,63515,10,M ,1
92164,4,46430,17,F,16
36704,2,45433,25,M ,2
70239,3,157000,25,F,20
34495,1,114800,9,M ,16
89216,1,74679,12,M ,6
11223,2,54933,18,F,7
75481,2,103613,6,M ,14
96414,2,59369,11,M ,17
47012,2,70187,30,M ,3
12931,1,50178,14,F,6
91546,3,72460,9,M ,3
96509,3,45433,19,M ,16
32001,2,59892,20,M ,15
53050,2,64057,23,M ,1
42833,2,46654,10,F,8
64339,3,52984,16,F,2
62351,4,65902,14,F,5
51465,3,71339,28,M ,1
45238,1,59026,9,M ,19
96973,2,48413,6,M ,2
44628,1,68678,27,M ,2
49176,4,50274,2,M ,6
83573,2,61809,12,F,9
18477,4,66808,10,M ,5
39533,3,57859,17,F,15
57910,4,52057,5,F,16
17180,4,62506,29,M ,13
15588,3,61809,10,M ,17
41809,3,63973,23,F,19
59432,3,61242,3,F,15
65998,1,64995,29,M ,4
74773,4,60446,6,F,2
50316,3,61962,9,M ,6
73945,3,67237,24,M ,17
14525,4,46654,11,M ,15
96902,4,61555,28,F,9
89282,1,59026,17,F,18
79307,2,74813,18,F,5
54257,1,59231,12,F,6
26379,3,53018,20,M ,19
66398,3,52846,18,M ,20
43682,3,45046,4,M ,19
44717,1,53180,29,F,16
23323,1,62506,14,M ,16
57507,4,49773,12,F,20
47937,2,64816,12,F,16
18106,4,66593,11,M ,10
35989,3,90100,4,M ,6
69642,4,58939,28,F,6
77598,1,61555,10,F,14
58402,3,68407,14,F,3
43069,2,55315,18,F,16
62445,2,57568,24,M ,13
99435,1,71860,29,F,13
16663,2,83552,23,F,15
63239,4,70507,26,M ,20
13220,3,54670,1,M ,1
56430,4,63478,4,M ,7
16379,1,87921,3,F,1
36506,2,113999,21,F,1
33239,3,55140,23,M ,9
52926,2,59892,6,F,9
83097,1,70545,8,F,5
83562,4,89883,29,F,15
94747,1,70545,22,F,4
36113,2,55140,21,F,9
28170,4,67251,20,M ,8
53084,2,55688,3,F,12
46204,3,49920,13,F,14
96406,1,60380,29,M ,17
56606,1,47001,20,F,2
48940,2,61584,25,F,19
70859,1,73330,19,F,10
49051,4,62385,17,M ,16
33899,1,170500,7,F,3
20752,1,63108,5,F,17
15427,1,114800,22,M ,1
74172,2,64995,3,M ,3
45355,3,54670,21,F,5
85056,4,100416,25,M ,13
78672,2,48285,11,M ,5
53112,2,53366,3,M ,7
90232,2,58523,19,M ,6
65481,1,55140,26,F,13
64501,1,58207,18,M ,20
83548,2,93093,24,M ,8
49873,4,52505,15,M ,5
27712,2,170500,19,F,10
64472,2,57859,22,F,16
71948,2,92328,24,F,6
25341,3,68182,20,M ,2
20730,2,110929,24,F,1
75869,3,47961,23,F,19
48413,4,54285,5,M ,10
84147,3,59369,5,F,19
99492,4,58939,26,M ,9
66191,4,47750,7,F,3
84272,4,51259,2,M ,2
16121,2,97999,15,F,6
34402,3,108987,23,F,9
45738,3,49920,1,F,6
46807,2,74312,26,M ,16
34889,1,72992,30,F,7
54727,3,49773,17,F,8
80986,4,104437,25,F,5
94215,4,53189,8,M ,17
48694,4,72640,5,M ,16
81804,4,54828,11,F,13
62987,3,47001,2,M ,19
61122,1,55722,14,M ,20
61866,1,88976,25,M ,3
60603,4,58709,29,F,14
69737,1,56147,21,F,16
48529,3,69340,19,F,13
87812,3,48888,18,F,4
55735,1,58062,14,F,6
34543,3,66593,19,M ,19
44888,4,50428,2,F,3
65926,4,60436,27,M ,18
17008,4,101199,4,M ,17
25874,4,74226,26,M ,13
47233,1,59238,12,M ,12
85414,1,66074,25,F,14
69259,2,62425,10,M ,14
45583,3,64021,21,F,19
47669,3,48285,25,F,2
78070,1,48285,28,F,10
61170,1,58530,14,F,18
77169,3,46654,22,F,9
83933,4,63430,12,F,7
98814,3,46654,26,F,5
97394,4,157000,24,F,13
93563,4,55315,3,F,15
64692,2,62385,22,F,14
67837,3,77692,21,F,12
89615,1,59728,20,M ,1
53410,3,51259,17,F,4
54693,4,99020,23,M ,12
56343,4,54285,15,F,10
16040,2,48413,21,M ,13
14258,4,55800,8,F,2
13980,1,93206,13,M ,18
54983,1,63676,29,M ,8
97304,2,63322,12,F,2
23206,3,114800,29,F,20
96149,3,61584,22,F,12
37464,2,66593,20,F,20
52512,1,72992,8,F,10
77468,3,95920,27,M ,20
23216,1,62810,28,M ,7
20912,1,61844,1,F,19
59672,2,58939,5,M ,20
44290,1,57575,12,M ,4
25949,2,46998,16,M ,13
97733,1,99351,22,M ,5
37805,4,45395,13,M ,16
72805,1,58530,29,F,5
25421,3,58275,15,M ,3
48958,3,63025,17,M ,2
92483,1,66074,13,F,14
28820,4,70187,17,F,10
85345,4,46120,12,F,11
61804,3,53180,20,M ,9
34051,4,57583,7,F,5
91780,1,83363,11,F,16
51691,1,93554,7,M ,3
44643,2,58370,15,F,18
95361,2,60754,7,M ,5
55429,2,53564,28,M ,11
79613,1,50373,18,M ,17
78247,1,73330,1,M ,1
29722,1,57568,12,M ,5
78189,1,50178,12,F,2
89348,4,59238,25,F,5
60434,3,87565,8,F,11
60913,3,47434,18,F,12
96576,1,46738,25,F,5
32725,3,53180,28,M ,7
40820,2,55688,23,M ,13
36920,3,53171,19,M ,7
21030,4,68829,17,M ,12
23811,2,51044,15,M ,4
56592,1,63478,14,F,7
70005,2,62514,23,F,14
60373,1,87826,1,F,3
13417,4,57575,5,M ,10
25219,1,77692,9,M ,13
96311,1,56339,15,F,18
79977,1,52505,19,M ,14
45972,4,56847,30,F,7
87181,4,74679,23,F,2
78736,1,51908,29,F,5
61054,2,54237,2,M ,10
53586,1,45433,21,F,13
94655,3,60446,28,F,7
34365,2,59238,6,F,2
36489,3,56294,25,F,18
38816,3,55722,29,M ,12
38327,1,59124,25,M ,9
70007,2,52846,13,M ,9
85432,2,56847,17,M ,9
41342,3,67251,11,M ,20
27095,2,57748,25,M ,12
38274,2,64991,29,F,8
64695,4,95920,10,F,4
30917,4,103613,1,M ,3
46099,1,64955,22,F,13
48402,2,62425,1,F,20
88651,2,59370,29,F,1
59263,2,62957,11,F,2
19670,1,66808,16,F,16
83290,4,45115,26,M ,11
11050,1,48285,28,M ,17
17822,3,64786,22,M ,1
28942,4,60270,5,M ,5
49770,3,67251,30,F,18
35632,4,52249,29,F,1
75135,4,54237,23,F,2
56925,2,150290,18,M ,3
78210,4,68099,14,M ,1
59899,2,82758,8,F,7
41035,3,50470,21,F,15
51776,1,60340,29,M ,9
27050,4,58370,13,M ,3
26160,1,74813,25,M ,12
29678,3,90100,27,M ,15
41581,1,61154,1,F,2
30508,4,61422,6,M ,4
45755,3,55722,17,F,6
49228,2,54933,23,M ,11
75429,3,71776,20,F,20
59219,2,47001,22,F,20
91529,4,60724,4,M ,8
87517,2,50274,12,M ,20
49089,4,88527,22,M ,17
92628,4,74669,5,F,10
35089,4,92329,30,M ,14
30513,4,47750,11,F,4
69781,1,50178,24,M ,7
79123,1,74813,10,M ,10
86270,1,170500,19,M ,7
97373,2,53060,6,F,4
38234,3,99020,11,F,12
45313,4,62385,21,F,16
15052,2,50750,17,F,14
54304,4,66541,4,F,2
88221,1,97999,25,M ,18
78528,2,48495,21,F,17
68841,1,99351,22,F,9
83187,4,50923,11,F,3
92969,3,107226,4,F,3
26118,3,64057,1,F,11
31178,3,47211,22,F,20
94121,4,65310,11,M ,3
22464,1,120000,11,F,13
39510,1,62385,11,F,15
28541,4,60656,22,M ,6
68491,3,66441,27,M ,5
53811,2,68407,13,M ,17
57745,2,63291,10,M ,15
74278,4,63450,23,M ,7
61387,4,89292,18,M ,17
82784,3,52087,15,M ,8
13595,1,110929,9,F,16
79080,1,63450,13,M ,10
31599,4,60380,15,F,2
31214,1,106367,13,F,14
71322,4,57575,7,M ,11
83990,3,48285,19,M ,13
36155,2,52057,18,F,19
78724,2,60070,29,M ,8
76150,3,89292,12,M ,16
44901,3,62910,15,M ,5
92891,1,53250,21,F,5
28561,3,47414,17,F,1
48817,2,63878,14,M ,1
69915,2,66441,25,F,12
70308,3,113999,27,F,15
35234,3,54237,13,M ,14
53125,2,63878,24,M ,18
86296,2,62659,2,M ,14
22368,1,61584,10,M ,14
21901,1,47001,6,M ,7
26271,4,64971,3,F,4
27551,3,48495,18,M ,16
88597,2,70131,1,M ,5
73121,1,50373,28,M ,9
90983,2,58370,14,M ,14
35772,3,74241,9,F,11
80618,1,68099,21,M ,2
84824,1,57568,29,F,9
78511,3,63430,26,M ,8
11285,4,61422,3,F,15
75031,2,93396,8,F,15
87766,3,84903,12,M ,4
51770,3,92329,19,F,15
72043,1,64375,14,F,2
62450,3,68182,19,M ,15
21136,1,68829,12,M ,6
76768,3,62068,19,F,9
49663,1,220450,13,F,19
18759,4,100416,17,M ,20
27656,3,62810,2,F,8
28237,4,64246,21,M ,4
30228,1,52505,22,M ,17
27419,1,45115,19,M ,14
57943,2,103613,18,F,8
89627,2,52087,30,F,19
98215,3,83552,21,M ,4
59344,3,103613,17,M ,14
20634,2,61242,16,M ,13
71803,3,56149,23,M ,19
24203,3,64955,18,M ,17
67976,2,54933,13,M ,2
23863,1,48413,16,M ,15
71313,1,63381,22,M ,3
65228,1,74226,5,M ,4
70505,2,99280,26,F,18
99981,2,60656,17,F,13
47551,1,66593,23,M ,3
42812,2,76029,10,F,10
78519,2,62425,7,F,19
16487,1,46738,13,F,6
50735,1,68829,4,M ,11
74038,3,53564,13,F,8
12005,1,49920,17,F,17
86102,3,46738,17,M ,19
57537,2,89883,30,F,2
80352,3,63478,19,M ,8
36221,2,52674,11,M ,3
95005,4,63878,21,F,12
67334,2,66541,25,M ,6
20271,2,63515,3,M ,12
10674,2,68898,7,F,16
24688,1,63003,29,M ,1
19224,1,95920,17,F,6
28739,3,68898,13,F,6
95369,3,62068,29,M ,9
14911,3,70187,6,F,10
25130,1,114800,4,F,19
44610,1,72992,12,F,19
88426,1,63051,13,F,12
55799,2,47961,26,F,20
73971,4,58939,13,F,6
45841,1,56847,3,M ,12
42235,4,113999,28,M ,2
98713,3,92328,26,F,2
38442,4,52249,26,M ,20
65529,2,71339,17,F,5
66866,4,65310,7,F,3
72416,4,62162,13,M ,4
31640,4,83667,6,M ,8
77189,4,51920,6,M ,18
27136,3,90100,24,M ,8
31486,3,178000,3,F,7
71488,3,60656,4,F,9
60845,4,150290,23,M ,15
37479,2,54933,16,F,12
42032,4,48285,30,F,2
41432,3,64919,29,M ,14
99715,4,61568,11,F,18
29345,3,61584,28,M ,13
11546,4,60656,23,F,19
87272,3,48285,29,F,20
93835,1,62068,17,F,20
78268,4,74241,18,M ,20
56602,3,69340,18,M ,3
31821,4,52249,3,F,5
69324,3,63381,3,M ,18
21234,4,63450,18,F,5
28086,4,56991,12,M ,16
79065,1,55425,3,M ,10
92146,1,77915,1,M ,13
84270,1,104437,18,M ,11
51081,2,86214,1,M ,15
63924,4,99280,8,F,20
91509,3,60436,5,F,2
68101,3,64066,11,M ,14
17185,4,60754,8,M ,13
63259,2,220450,9,F,1
22002,4,65707,18,F,6
44533,4,56294,22,M ,15
89175,3,61242,5,M ,20
90926,3,58939,19,F,16
86721,3,59369,14,F,11
85842,3,63973,12,F,5
26543,4,63291,6,F,16
88937,1,83552,6,M ,9
11199,1,50923,29,F,9
50678,1,72992,5,F,15
98798,1,84903,26,F,17
89760,4,76029,2,F,1
95644,4,50482,3,F,8
57958,4,64919,16,M ,1
48981,1,66541,28,M ,2
41061,1,66738,15,F,13
99316,1,71707,20,F,2
14573,1,60270,23,M ,13
96557,3,61568,4,M ,18
77379,1,55578,26,F,4
91441,3,45998,17,M ,11
77362,1,58939,9,M ,5
52148,3,63478,7,F,13
87236,3,92328,13,F,10
22751,2,50923,16,F,17
30931,1,64021,23,M ,2
52930,2,62065,8,F,11
24386,2,64995,1,M ,14
43020,1,60656,26,F,14
51423,3,58709,23,F,3
12156,4,54670,20,F,9
87456,3,63000,7,M ,16
94902,3,99351,23,M ,9
87359,4,64738,24,M ,9
87066,4,70621,20,M ,17
65751,2,61568,18,M ,14
25394,2,74813,8,M ,11
40933,1,57834,5,F,16
30821,1,52984,24,M ,6
29448,4,52788,10,M ,3
94341,4,93206,1,F,13
27826,4,87565,28,F,2
93270,3,57583,5,F,16
62401,4,55315,27,M ,6
45933,1,54670,10,F,14
37051,2,59124,12,F,15
96361,3,56847,29,F,2
51090,1,52505,12,M ,20
25543,3,105700,3,M ,1
67700,3,59728,30,F,12
35760,3,48888,17,M ,4
73815,4,50470,28,F,16
26112,1,51920,16,M ,11
27622,2,57575,3,F,11
11432,3,55315,30,F,14
16528,2,54285,19,M ,7
40788,1,82758,11,F,3
36697,1,61242,2,F,20
95640,2,62068,13,F,14
22640,2,59472,2,F,6
25878,2,63000,20,M ,18
69951,4,46428,18,M ,4
68933,3,70131,25,M ,1
63351,4,71860,11,F,18
50769,3,82758,20,F,5
71256,1,57748,13,M ,9
27745,1,58371,21,F,2
16772,1,67237,26,F,4
38187,3,138888,9,M ,17
43509,4,106367,24,M ,4
42525,2,46654,19,F,4
65677,4,71707,30,M ,11
33703,4,46335,21,M ,17
93918,1,49920,26,F,13
69564,2,96820,10,M ,6
88071,3,54933,16,F,9
20157,2,58523,29,F,13
63971,4,62385,26,F,20
65008,4,110000,3,M ,13
99674,3,68678,17,F,18
86045,1,64955,18,F,5
22076,3,50470,11,F,1
34244,3,59144,8,F,6
34581,3,56294,29,M ,8
81025,2,46837,4,M ,5
15955,3,46738,15,F,14
79343,2,150290,28,M ,4
74168,1,178000,15,M ,18
55558,3,83552,4,F,14
49878,2,52599,11,F,13
89775,2,50750,20,M ,17
64828,3,48413,29,F,4
19416,4,52788,30,F,2
60575,1,114800,15,F,5
55328,1,52624,10,M ,13
28164,4,59728,11,M ,8
59764,1,53564,17,F,19
92949,4,58939,27,F,17
46565,3,103613,8,M ,17
60982,4,60340,1,M ,9
93956,2,53250,30,M ,19
36526,3,47001,3,M ,6
46039,2,72460,18,M ,11
96790,3,61584,9,M ,1
59852,3,59124,17,M ,7
65149,2,50428,30,F,7
49756,2,72609,14,M ,5
90304,2,47837,25,F,5
83168,4,60070,4,F,17
35523,4,61154,9,F,2
83999,1,68678,21,F,17
79419,2,65902,30,F,20
54527,4,53492,16,F,9
19868,3,45433,24,M ,4
28680,4,108987,28,M ,20
90352,4,63108,17,M ,7
68634,2,52984,2,M ,5
68615,4,170500,26,F,15
52600,2,140920,24,M ,4
46447,3,113999,3,F,17
77118,2,61154,1,M ,2
77918,3,60120,3,M ,9
53285,2,71339,18,F,19
54733,4,70187,17,M ,16
91207,3,52249,7,M ,11
30234,4,59124,7,F,17
98341,1,56847,30,M ,3
78456,2,50178,3,F,16
27175,1,72202,4,F,4
68787,4,62068,18,F,12
42376,3,45395,1,M ,17
18895,1,62065,30,M ,7
25024,1,45069,14,F,11
36559,4,60070,18,M ,4
80657,2,58523,17,M ,8
51257,3,52177,5,M ,17
33716,3,71860,1,F,19
66548,3,88976,8,M ,18
11314,3,63291,26,F,14
60337,4,55800,15,F,14
93500,1,54132,7,M ,13
69576,2,51505,9,M ,10
25972,2,62910,8,F,7
17255,4,46654,21,M ,17
40258,3,58523,7,F,20
27554,2,65893,2,M ,8
21307,3,59892,1,F,1
99808,2,61349,17,M ,10
27117,2,48888,19,F,13
54514,4,52087,17,F,19
62206,3,62659,23,M ,13
27872,4,49256,9,F,4
47876,1,62425,26,F,9
24091,1,54670,1,M ,14
97687,1,56149,16,F,14
63036,2,53366,17,F,5
99351,4,74241,7,M ,14
98865,4,74226,2,F,9
89157,1,63025,15,M ,3
96646,4,54670,30,M ,7
86174,4,93093,21,F,4
93351,4,61809,1,F,11
55223,2,58523,30,M ,5
97434,1,58523,6,F,16
87316,3,64991,6,M ,9
37756,2,68999,14,F,10
33470,1,48413,29,M ,18
89609,3,61154,2,F,10
49937,1,63322,14,F,4
97263,1,74679,7,F,1
50231,4,53171,1,M ,10
52122,4,55000,29,F,1
73830,3,68407,19,F,15
23669,4,64246,25,M ,8
88484,2,48888,24,F,7
99659,2,54005,4,M ,12
41202,2,95920,15,F,15
65918,1,64520,20,M ,17
93060,2,95920,18,M ,3
90102,4,110929,7,M ,5
42650,3,70545,17,F,9
24752,4,74813,8,M ,1
94249,1,93396,19,M ,12
20823,2,57975,5,M ,5
81470,3,54237,28,F,4
68447,1,64021,1,F,19
20600,3,64919,29,F,1
98115,2,88527,19,M ,18
19203,2,62425,28,M ,3
56387,4,63515,10,M ,2
76925,3,70507,5,M ,18
61230,1,63515,11,M ,7
25240,1,60380,22,M ,3
25504,4,81584,22,M ,5
25258,1,65893,30,F,20
61336,1,66738,11,M ,11
13106,1,63430,6,F,5
90535,2,93554,26,M ,16
80261,4,46335,21,M ,6
71952,3,65288,23,F,9
62151,4,50825,7,M ,6
86203,2,63353,25,F,6
95975,3,61422,11,F,9
14307,1,120000,18,M ,2
65861,1,55688,21,M ,19
99791,4,99020,19,M ,17
95855,1,46664,26,F,16
56235,3,56339,17,F,17
21268,3,89292,23,F,7
78518,3,52057,16,M ,7
43621,1,65288,5,F,9
74684,2,63973,11,F,18
55524,3,64738,30,M ,4
83819,1,68829,23,F,20
39856,1,72609,14,M ,18
58574,2,87921,20,F,3
11451,1,92989,5,M ,12
71443,1,64520,30,F,17
60031,1,51044,7,F,16
44192,4,83363,16,M ,15
42461,1,87921,9,F,20
35479,2,106367,21,F,10
99485,1,49920,25,M ,20
41749,3,105688,7,M ,7
49615,3,63450,2,F,7
63326,2,50373,28,M ,18
43224,3,63430,24,M ,19
59074,2,55688,14,M ,17
61986,3,63000,17,F,14
70912,3,53366,29,M ,11
64986,4,55875,21,F,20
15005,3,48495,4,M ,5
57091,3,220450,4,F,10
50349,1,64397,4,F,7
33038,4,59370,5,F,7
87136,4,51505,29,M ,9
70264,3,52057,3,F,11
54072,2,46654,20,F,5
31326,2,57583,16,F,16
90830,2,60754,21,F,20
72334,1,180000,16,F,14
42080,3,71707,1,M ,11
47460,1,64375,18,F,9
21717,3,65310,6,M ,17
93709,3,77915,8,M ,8
53960,2,62065,4,F,14
61749,4,105700,16,F,20
95035,1,104437,5,F,12
25055,2,95920,9,M ,6
26161,1,55875,19,F,17
35741,3,170500,15,M ,16
66672,4,90100,20,F,9
13521,1,83552,25,F,16
55331,2,58523,15,F,8
18724,2,93093,8,M ,9
87763,3,52505,28,M ,10
15363,1,70545,22,M ,12
87244,2,55875,14,F,16
42469,2,50373,11,M ,2
52955,2,61809,3,F,4
64179,3,71776,12,F,13
38024,4,70187,1,M ,14
76516,2,54005,27,F,8
15012,2,53060,14,M ,18
75900,2,64520,30,F,5
48646,3,170500,4,F,17
10480,3,58273,1,F,8
62962,1,82758,25,F,5
64509,4,66149,17,F,11
80839,1,59144,4,F,1
98495,1,63973,16,M ,1
41799,4,56149,16,M ,19
99230,1,55800,28,F,12
89818,4,53366,6,M ,16
15671,3,65288,1,F,3
72183,1,53564,7,F,9
70291,4,64738,19,F,1
31506,2,54285,9,M ,1
16643,3,99020,3,M ,9
97453,4,83552,21,F,3
64647,3,83667,11,M ,8
63698,4,61349,18,F,20
50680,2,58530,19,F,4
29478,3,54132,22,M ,2
27618,2,93396,3,M ,8
77533,4,53564,23,F,18
61875,3,60120,20,M ,16
77334,2,61809,10,M ,19
74840,3,71339,10,M ,4
42831,3,52984,7,F,6
12499,2,50373,20,F,13
78178,3,60120,10,M ,18
41481,1,74669,19,M ,10
92002,3,96820,19,M ,4
16077,2,63025,12,M ,19
90251,3,74669,30,F,19
79138,2,66074,10,F,20
13251,4,70507,15,F,17
21354,1,64066,6,F,14
70578,1,63003,3,F,17
63968,4,68407,30,M ,18
61227,1,61422,11,F,3
38698,4,62910,8,M ,5
24471,3,92329,10,M ,17
91489,1,55800,27,F,7
94320,2,64397,14,F,3
50583,4,65714,30,F,8
37476,2,59370,10,F,1
96407,2,52599,19,F,17
92366,3,55800,14,M ,16
62738,4,68051,1,M ,17
13086,4,46837,22,F,3
81283,2,50482,9,F,11
37772,1,57575,17,F,5
84464,3,46837,27,M ,10
24283,1,71339,7,M ,1
97257,3,51908,14,F,16
51590,2,62910,17,F,15
42903,2,93396,8,M ,9
66644,2,57975,5,M ,16
80117,2,50178,10,M ,15
24488,2,105688,27,F,1
36743,4,55875,15,M ,19
74962,2,62162,3,M ,13
88672,4,88976,28,F,4
51158,3,70468,19,M ,12
99974,2,74312,18,F,11
11942,3,60436,23,M ,2
99438,1,59026,2,M ,13
32957,4,74312,17,F,15
78743,4,99280,21,M ,13
26304,1,54237,27,M ,9
23287,4,48285,21,F,3
85853,3,61844,7,F,12
99331,4,50825,12,M ,6
92007,4,62162,27,M ,4
87350,3,61355,22,F,20
18740,4,46654,1,F,11
69821,3,50428,7,M ,8
49775,3,74241,18,F,1
82772,4,64246,28,F,4
31672,4,52599,30,M ,20
58997,1,49773,4,F,18
91687,2,48513,29,M ,7
44875,1,50923,24,F,13
14228,3,50482,22,M ,12
56018,2,48413,27,M ,5
60197,4,64991,30,F,8
86766,2,140920,9,F,6
15073,1,68407,27,F,2
54910,4,105688,10,M ,8
71139,2,51777,21,M ,13
46602,3,74241,6,M ,12
86992,2,53180,10,M ,12
48917,3,93046,24,M ,14
36053,2,55000,23,F,20
44950,4,63695,10,F,19
64483,3,52505,14,F,5
34095,3,53171,26,M ,20
93637,2,63353,24,M ,11
10651,3,71966,5,F,4
66851,3,56847,11,F,4
67339,2,74669,6,M ,4
33804,4,54933,8,F,6
15902,2,90100,17,M ,5
65275,4,60380,6,F,1
76364,4,60656,12,M ,13
70684,1,86214,18,M ,16
36436,1,53171,25,M ,12
89919,3,93396,5,M ,20
34944,1,89883,21,M ,3
12299,4,47414,20,F,18
29445,3,51044,8,M ,2
19681,3,55000,6,F,19
32481,4,51259,26,M ,10
30849,4,97999,20,M ,3
65425,1,62514,30,M ,3
87069,1,50923,9,F,2
50136,4,57954,22,F,6
81360,4,68999,21,F,6
69385,2,64057,5,F,11
37191,2,49773,30,M ,13
59215,1,56149,5,M ,18
24064,2,58371,17,M ,12
81216,4,65707,27,M ,19
65569,2,63682,15,M ,16
82053,4,62068,24,M ,11
68644,4,53189,18,F,12
78849,1,63381,13,F,19
39343,3,63003,18,F,12
49021,3,64375,23,M ,5
85038,2,63682,13,M ,1
80709,4,83082,21,M ,11
53579,3,138888,5,M ,5
83925,3,104437,20,M ,4
20439,2,46120,5,F,18
77360,2,58273,4,F,12
37392,4,70468,25,M ,15
54069,1,55875,7,M ,12
90401,1,52984,9,M ,3
58198,1,64816,4,M ,9
21406,2,56294,14,F,2
36419,4,57975,22,F,15
82418,3,63813,10,M ,19
20886,3,60754,18,M ,16
70378,2,46335,7,F,1
93938,2,74813,27,M ,1
42160,4,71966,21,F,13
64072,2,46654,10,F,11
50458,3,101199,1,F,1
18884,4,64246,1,F,2
13365,1,75188,16,M ,18
23672,4,46738,17,F,12
36711,3,59124,18,M ,3
77665,3,66541,21,M ,17
83079,2,82758,17,F,5
87995,4,62514,21,F,7
84109,2,67251,2,F,7
94228,2,71707,26,M ,14
25186,2,54132,26,F,15
71642,4,53171,3,M ,3
57720,4,71776,29,F,7
35151,2,70507,11,F,18
24365,1,55000,9,F,15
28941,1,103613,24,M ,3
92347,4,90100,21,F,20
44750,3,53018,19,F,20
33738,2,46837,23,F,16
77854,2,66593,20,F,9
46306,4,57975,25,F,12
54244,3,52846,29,F,7
72405,3,54828,20,M ,12
25525,2,66074,8,F,10
88164,4,54132,27,M ,20
39827,4,61809,25,F,13
26155,2,54285,15,M ,13
35265,2,68999,2,M ,3
93072,1,52788,12,M ,11
93463,3,65288,25,F,10
73552,2,100416,28,M ,7
24364,3,71776,1,F,16
76941,4,58530,17,F,14
68539,1,61349,9,F,9
16255,3,53366,30,M ,6
52893,3,101199,12,M ,2
62156,3,92989,6,M ,20
76608,2,58530,21,M ,19
91666,2,58709,9,M ,2
64438,4,66541,16,F,14
91294,1,85028,10,F,12
90448,4,58275,3,M ,13
53900,3,157000,27,M ,6
10330,2,71776,23,M ,4
99870,4,60656,23,F,20
28800,3,61962,30,M ,11
62847,1,63682,4,M ,9
68260,4,55578,28,F,4
38393,4,53180,23,M ,6
10394,4,56847,17,F,17
69810,4,52846,22,M ,1
59258,3,50274,29,F,2
39585,3,65707,3,M ,5
32213,3,66808,21,M ,5
35314,3,50428,10,F,16
94224,4,93046,22,F,10
36218,2,47750,5,F,14
43483,4,71776,16,F,15
29561,4,64991,25,M ,4
78679,1,103613,7,M ,4
77491,1,75188,8,M ,12
